"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"923940","occurrence","","","105797","Cymatophlebia longialata","species","178401","Cymatophlebia longialata","species","178401","Early Tithonian","","150.8","145","35206, 35206","11.175000","48.904999","DE","Bavaria","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","Plattenkalk limestone","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-25 12:32:40","2013-12-01 18:22:43","","23.89","32.08","305"
"923941","occurrence","","","152901","Cymatophlebia longialata","species","178401","Cymatophlebia longialata","species","178401","Early Tithonian","","150.8","145","35206, 35206","11.110000","48.900002","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-25 12:46:08","2013-12-02 21:00:38","","23.85","32.07","305"
"923942","occurrence","","","105798","Cymatophlebia longialata","species","178401","Cymatophlebia longialata","species","178401","Early Tithonian","","150.8","145","35206, 35206","11.185000","48.904999","DE","","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","Plattenkalk limestone","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-25 12:48:17","2013-12-01 18:23:17","","23.90","32.08","305"
"923943","occurrence","","","152883","Cymatophlebia longialata","species","178401","Cymatophlebia longialata","species","178401","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.895000","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-25 12:49:53","2013-12-02 00:49:58","","23.87","32.07","305"
"923944","occurrence","","","105799","Cymatophlebia longialata","species","178401","Cymatophlebia longialata","species","178401","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.908001","DE","","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","Plattenkalk limestone","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-25 12:55:00","2013-12-01 18:26:53","","23.87","32.08","305"
"924742","occurrence","","","105835","Stenophlebia rolfhuggeri n. sp.","species","178404","Stenophlebia rolfhuggeri","species","178404","Late Kimmeridgian","","155.7","150.8","35320, 35320","8.881000","48.132999","DE","Swabian Alb","","outcrop","","155.7","150.8","41","125","124","Nusplingen Limestone","","","bed","Beckeri","Nusplingen","C","top to bottom","","","","bed C, 40-50 cm from base","Within bed C, that contains the finding level of the new dragonfly, several small turbidites and few thin marly layers are intercalated. The thickness of this unit is very inconstant (30-60 cm) over short lateral distances, because it has been capped by submarine erosion during a dramatic event, when the surrounding sponge/microbial bioherms collapsed and slumped into the lagoon deforming pre-lithified laminates. The boundary between units C and B is formed by a marked unconformity (Fig. 6). At its present top, unit C is abruptly followed by the allochthonous unit B in which the original stratification of the laminates is strongly disturbed, showing folding, boudinage, lateral compression, and repetition by stapling.","lime mudstone","","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-02-26 00:59:33","2011-02-25 07:59:33","","22.35","31.20","305"
"926262","occurrence","","","104005","Libellulium standingae n. sp.","species","178559","Cymatophlebia standingae","species","178561","Early Barremian","","13","125.45","35432, 35432","-0.454000","51.098000","UK","England","West Sussex","outcrop","","13","125.45","40","121","120","Weald Clay","Wealden","Upper","bed","","","","","","","","","","not reported","","","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 15:31:12","2014-08-23 00:02:46","","24.65","37.45","315"
"926263","occurrence","","","104005","Libellulium zdrzaleki n. sp.","species","178568","Cymatophlebia zdrzaleki","species","178570","Early Barremian","","13","125.45","35432, 35432","-0.454000","51.098000","UK","England","West Sussex","outcrop","","13","125.45","40","121","120","Weald Clay","Wealden","Upper","bed","","","","","","","","","","not reported","","","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 15:35:43","2014-08-23 00:02:32","","24.65","37.45","315"
"926264","occurrence","","","105964","Cymatophlebia suevica n. sp.","species","178573","Cymatophlebia suevica","species","178573","Early Kimmeridgian","","155.7","150.8","35206, 35206","8.998000","48.214001","DE","Baden-Wurttemberg","","small collection","","155.7","150.8","41","125","124","Wohlgeschichtete Kalk","","","group of beds","Idoceras planula","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2011-02-27 15:45:18","2011-02-26 22:45:18","","22.42","31.30","305"
"926266","occurrence","","","105965","Cymatophlebia herrienae n. sp.","species","178576","Cymatophlebia herrienae","species","178576","Early Kimmeridgian","","155.7","150.8","35206, 35206","9.122200","48.356899","DE","Baden-Wurttemberg","","small collection","","155.7","150.8","41","125","124","Wohlgeschichtete Kalke","","","group of beds","Idoceras planula","","","","","","","Probably Galar subzone","","lime mudstone","","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2011-02-27 15:52:38","2011-02-26 22:52:38","","22.48","31.45","305"
"926267","occurrence","","","153648","Cymatophlebia purbeckensis n. sp.","species","178577","Cymatophlebia purbeckensis","species","178577","Middle Berriasian","","145","140.2","35206, 35206","-1.950000","50.605000","UK","Dorset","","outcrop","","145","140.2","123","123","123","Lulworth","Purbeck","Worbarrow Tout","group of beds","","","","","","","","Westwood (1854) cited S. priscum as having been collected from the Middle Purbecks of Durlston Bay, but the lithology of the specimen is a cream limestone containing fusainised plant debris, which is typical of the insect-bearing horizons in the Hard and Soft Cockle beds of the Lulworth Formation (Clements 1993) and which are regarded as Berriasian (Lower Cretaceous) in age (Rasnitsyn et al. 1998)","","""limestone""","","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 15:57:13","2014-01-05 13:07:51","","16.17","33.00","315"
"926268","occurrence","","","122586","Cymatophlebia pumilio n. sp.","species","178578","Cymatophlebia pumilio","species","178578","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.910000","DE","Bavaria","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination,gray","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:00:27","2013-12-02 19:51:25","","23.87","32.08","305"
"926269","occurrence","","","139551","Cymatophlebia pumilio","species","178578","Cymatophlebia pumilio","species","178578","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:01:12","2013-12-02 19:51:31","","23.87","32.08","305"
"926270","occurrence","","","105541","Cymatophlebia pumilio","species","178578","Cymatophlebia pumilio","species","178578","Early Tithonian","","150.8","145","35206, 35206","11.105000","48.904999","DE","Bayern","","","","150.8","145","124","124","124","Solnhofen","","","","Hybonoticeras hybonotum","","","","","","","","Plattenkalk or Lithographic limestone","lime mudstone","planar lamination,brown","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:04:23","2013-12-02 21:00:38","","23.84","32.07","305"
"926272","occurrence","","","139551","Cymatophlebia kuempeli n. sp.","species","178580","Cymatophlebia kuempeli","species","178580","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:08:16","2013-12-02 20:02:27","","23.87","32.08","305"
"926275","occurrence","","","104003","Prohoyaeshna n. gen. milleri n. sp.","species","178586","Prohoyaeshna milleri","species","178586","Late Berriasian","","145","140.2","35206, 35206","-1.950000","50.605000","UK","Dorset","","outcrop","","145","140.2","123","123","123","","","","bed","","","","","","","","","","not reported","","","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:18:34","2014-01-05 13:16:30","","16.17","33.00","315"
"926278","occurrence","","","152883","Eumorbaeschna jurassica","species","178599","Eumorbaeschna jurassica","species","178599","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.895000","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:49:37","2013-12-03 00:04:41","","23.87","32.07","305"
"926279","occurrence","","","105799","Eumorbaeschna jurassica","species","178599","Eumorbaeschna jurassica","species","178599","Early Tithonian","","150.8","145","35206, 35206","11.145000","48.908001","DE","","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","Plattenkalk limestone","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-27 16:50:22","2013-12-01 18:25:41","","23.87","32.08","305"
"926294","occurrence","","","103833","Cretalloaeschna n. gen. cliffordae n. sp.","species","178627","Cretalloaeschna cliffordae","species","178627","Late Berriasian","","145","140.2","38382, 38382","-1.950000","50.605000","UK","England","Dorset","outcrop","","145","140.2","123","123","123","Durlston","Purbeck","Stair Hole","group of beds","","Clements Bed 175","Clements Bed 175","","","","","","","""siliciclastic""","","lithified","","","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2011-02-28 03:51:46","2016-02-08 22:51:24","","16.17","33.00","315"
"926799","occurrence","","","106002","Parabrachydiplax n. gen. miocenica n. sp.","species","178765","Parabrachydiplax miocenica","species","178765","Orleanian","","2","15.97","35360, 35360","9.883000","48.145000","DE","Baden-Wurttemberg","","outcrop","","2","15.97","102","102","102","Upper Freshwater Molasse","","","group of beds","","","","","","","","Early Middle Miocene; mammal unit MN 5","","marl","","lithified","argillaceous","","","","","","","terrestrial indet.","foreland basin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2011-02-28 16:28:19","2011-02-27 23:28:19","","12.24","44.74","305"
